time_ns,sample,rst,start,busy,done,cycle_count,pe_active_hex,active_count,c00,c03,c30,c33
4805,480,0,0,1,0,8,60544,6,32,13,-32,11
4815,481,0,0,1,0,9,51200,3,32,13,-32,46
4825,482,0,0,0,0,9,32768,1,32,13,-32,34
4835,483,0,0,0,1,9,32768,1,32,13,-32,34
4845,484,0,1,1,0,0,0,0,0,0,0,0
4855,485,0,0,1,0,1,1,1,8,0,0,0
4865,486,0,0,1,0,2,19,3,40,0,0,0
4875,487,0,0,1,0,3,311,6,40,0,0,0
4885,488,0,0,1,0,4,4991,10,72,-2,-24,0
4895,489,0,0,1,0,5,14334,12,72,18,-16,0
4905,490,0,0,1,0,6,32748,12,72,-12,-16,0
4915,491,0,0,1,0,7,65224,10,72,-4,-24,6
4925,492,0,0,1,0,8,60544,6,72,-4,-24,11
4935,493,0,0,1,0,9,51200,3,72,-4,-24,-19
4945,494,0,0,0,0,9,32768,1,72,-4,-24,-21
4955,495,0,0,0,1,9,32768,1,72,-4,-24,-21
4965,496,0,1,1,0,0,0,0,0,0,0,0
4975,497,0,0,1,0,1,1,1,6,0,0,0
4985,498,0,0,1,0,2,19,3,36,0,0,0
4995,499,0,0,1,0,3,311,6,43,0,0,0
5005,500,0,0,1,0,4,4991,10,107,1,-18,0
5015,501,0,0,1,0,5,14334,12,107,-11,-3,0
5025,502,0,0,1,0,6,32748,12,107,-7,39,0
5035,503,0,0,1,0,7,65224,10,107,-15,31,-3
5045,504,0,0,1,0,8,60544,6,107,-15,31,-9
5055,505,0,0,1,0,9,51200,3,107,-15,31,15
5065,506,0,0,0,0,9,32768,1,107,-15,31,16
5075,507,0,0,0,1,9,32768,1,107,-15,31,16
5085,508,0,1,1,0,0,0,0,0,0,0,0
5095,509,0,0,1,0,1,1,1,7,0,0,0
5105,510,0,0,1,0,2,19,3,19,0,0,0
5115,511,0,0,1,0,3,311,6,5,0,0,0
5125,512,0,0,1,0,4,4991,10,13,-42,-7,0
5135,513,0,0,1,0,5,14334,12,13,-27,-3,0
5145,514,0,0,1,0,6,32748,12,13,-31,53,0
5155,515,0,0,1,0,7,65224,10,13,33,56,42
5165,516,0,0,1,0,8,60544,6,13,33,56,47
5175,517,0,0,1,0,9,51200,3,13,33,56,63
5185,518,0,0,0,0,9,32768,1,13,33,56,87
5195,519,0,0,0,1,9,32768,1,13,33,56,87
5205,520,0,1,1,0,0,0,0,0,0,0,0
5215,521,0,0,1,0,1,1,1,9,0,0,0
5225,522,0,0,1,0,2,19,3,9,0,0,0
5235,523,0,0,1,0,3,311,6,12,0,0,0
5245,524,0,0,1,0,4,4991,10,13,0,24,0
5255,525,0,0,1,0,5,14334,12,13,-8,24,0
5265,526,0,0,1,0,6,32748,12,13,-16,33,0
5275,527,0,0,1,0,7,65224,10,13,-13,38,0
5285,528,0,0,1,0,8,60544,6,13,-13,38,-56
5295,529,0,0,1,0,9,51200,3,13,-13,38,-80
5305,530,0,0,0,0,9,32768,1,13,-13,38,-65
5315,531,0,0,0,1,9,32768,1,13,-13,38,-65
5325,532,0,1,1,0,0,0,0,0,0,0,0
5335,533,0,0,1,0,1,1,1,-56,0,0,0
5345,534,0,0,1,0,2,19,3,-21,0,0,0
5355,535,0,0,1,0,3,311,6,-21,0,0,0
5365,536,0,0,1,0,4,4991,10,-53,56,-48,0
5375,537,0,0,1,0,5,14334,12,-53,21,-83,0
5385,538,0,0,1,0,6,32748,12,-53,25,-83,0
5395,539,0,0,1,0,7,65224,10,-53,13,-75,48
5405,540,0,0,1,0,8,60544,6,-53,13,-75,83
5415,541,0,0,1,0,9,51200,3,-53,13,-75,77
5425,542,0,0,0,0,9,32768,1,-53,13,-75,80
5435,543,0,0,0,1,9,32768,1,-53,13,-75,80
5445,544,0,1,1,0,0,0,0,0,0,0,0
5455,545,0,0,1,0,1,1,1,-40,0,0,0
5465,546,0,0,1,0,2,19,3,-28,0,0,0
5475,547,0,0,1,0,3,311,6,-7,0,0,0
5485,548,0,0,1,0,4,4991,10,-7,-16,20,0
5495,549,0,0,1,0,5,14334,12,-7,-13,20,0
5505,550,0,0,1,0,6,32748,12,-7,-16,41,0
5515,551,0,0,1,0,7,65224,10,-7,-16,36,8
5525,552,0,0,1,0,8,60544,6,-7,-16,36,8
5535,553,0,0,1,0,9,51200,3,-7,-16,36,5
5545,554,0,0,0,0,9,32768,1,-7,-16,36,6
5555,555,0,0,0,1,9,32768,1,-7,-16,36,6
5565,556,0,1,1,0,0,0,0,0,0,0,0
5575,557,0,0,1,0,1,1,1,-64,0,0,0
5585,558,0,0,1,0,2,19,3,-68,0,0,0
5595,559,0,0,1,0,3,311,6,-50,0,0,0
5605,560,0,0,1,0,4,4991,10,-50,24,32,0
5615,561,0,0,1,0,5,14334,12,-50,8,25,0
5625,562,0,0,1,0,6,32748,12,-50,14,7,0
5635,563,0,0,1,0,7,65224,10,-50,-28,7,-12
5645,564,0,0,1,0,8,60544,6,-50,-28,7,-40
5655,565,0,0,1,0,9,51200,3,-50,-28,7,-46
5665,566,0,0,0,0,9,32768,1,-50,-28,7,-4
5675,567,0,0,0,1,9,32768,1,-50,-28,7,-4
5685,568,0,1,1,0,0,0,0,0,0,0,0
5695,569,0,0,1,0,1,1,1,-4,0,0,0
5705,570,0,0,1,0,2,19,3,-34,0,0,0
5715,571,0,0,1,0,3,311,6,8,0,0,0
5725,572,0,0,1,0,4,4991,10,-34,8,-32,0
5735,573,0,0,1,0,5,14334,12,-34,23,-44,0
5745,574,0,0,1,0,6,32748,12,-34,11,-51,0
5755,575,0,0,1,0,7,65224,10,-34,-37,-86,64
5765,576,0,0,1,0,8,60544,6,-34,-37,-86,70
5775,577,0,0,1,0,9,51200,3,-34,-37,-86,72
5785,578,0,0,0,0,9,32768,1,-34,-37,-86,32
5795,579,0,0,0,1,9,32768,1,-34,-37,-86,32
5805,580,0,1,1,0,0,0,0,0,0,0,0
5815,581,0,0,1,0,1,1,1,10,0,0,0
5825,582,0,0,1,0,2,19,3,-10,0,0,0
5835,583,0,0,1,0,3,311,6,-2,0,0,0
5845,584,0,0,1,0,4,4991,10,46,-15,2,0
5855,585,0,0,1,0,5,14334,12,46,-55,-26,0
5865,586,0,0,1,0,6,32748,12,46,-57,14,0
5875,587,0,0,1,0,7,65224,10,46,-89,20,-3
5885,588,0,0,1,0,8,60544,6,46,-89,20,-59
5895,589,0,0,1,0,9,51200,3,46,-89,20,-69
5905,590,0,0,0,0,9,32768,1,46,-89,20,-73
5915,591,0,0,0,1,9,32768,1,46,-89,20,-73
5925,592,0,1,1,0,0,0,0,0,0,0,0
5935,593,0,0,1,0,1,1,1,8,0,0,0
5945,594,0,0,1,0,2,19,3,17,0,0,0
5955,595,0,0,1,0,3,311,6,-3,0,0,0
5965,596,0,0,1,0,4,4991,10,4,-8,-12,0
5975,597,0,0,1,0,5,14334,12,4,-29,-24,0
5985,598,0,0,1,0,6,32748,12,4,6,-32,0
5995,599,0,0,1,0,7,65224,10,4,27,-30,12
6005,600,0,0,1,0,8,60544,6,4,27,-30,40
6015,601,0,0,1,0,9,51200,3,4,27,-30,54
6025,602,0,0,0,0,9,32768,1,4,27,-30,60
6035,603,0,0,0,1,9,32768,1,4,27,-30,60
6045,604,0,1,1,0,0,0,0,0,0,0,0
6055,605,0,0,1,0,1,1,1,-2,0,0,0
6065,606,0,0,1,0,2,19,3,-34,0,0,0
6075,607,0,0,1,0,3,311,6,-69,0,0,0
6085,608,0,0,1,0,4,4991,10,-49,0,-3,0
6095,609,0,0,1,0,5,14334,12,-49,40,29,0
6105,610,0,0,1,0,6,32748,12,-49,75,-27,0
6115,611,0,0,1,0,7,65224,10,-49,71,-42,0
6125,612,0,0,1,0,8,60544,6,-49,71,-42,-40
6135,613,0,0,1,0,9,51200,3,-49,71,-42,16
6145,614,0,0,0,0,9,32768,1,-49,71,-42,19
6155,615,0,0,0,1,9,32768,1,-49,71,-42,19
6165,616,0,1,1,0,0,0,0,0,0,0,0
6175,617,0,0,1,0,1,1,1,-32,0,0,0
6185,618,0,0,1,0,2,19,3,10,0,0,0
6195,619,0,0,1,0,3,311,6,1,0,0,0
6205,620,0,0,1,0,4,4991,10,-6,4,24,0
6215,621,0,0,1,0,5,14334,12,-6,-24,48,0
6225,622,0,0,1,0,6,32748,12,-6,-48,48,0
6235,623,0,0,1,0,7,65224,10,-6,-43,55,-3
6245,624,0,0,1,0,8,60544,6,-6,-43,55,-19
6255,625,0,0,1,0,9,51200,3,-6,-43,55,-19
6265,626,0,0,0,0,9,32768,1,-6,-43,55,-24
6275,627,0,0,0,1,9,32768,1,-6,-43,55,-24
6285,628,0,1,1,0,0,0,0,0,0,0,0
6295,629,0,0,1,0,1,1,1,8,0,0,0
6305,630,0,0,1,0,2,19,3,-28,0,0,0
6315,631,0,0,1,0,3,311,6,-18,0,0,0
6325,632,0,0,1,0,4,4991,10,-39,-4,-12,0
6335,633,0,0,1,0,5,14334,12,-39,20,-12,0
6345,634,0,0,1,0,6,32748,12,-39,20,-4,0
6355,635,0,0,1,0,7,65224,10,-39,5,10,6
6365,636,0,0,1,0,8,60544,6,-39,5,10,6
6375,637,0,0,1,0,9,51200,3,-39,5,10,6
6385,638,0,0,0,0,9,32768,1,-39,5,10,16
6395,639,0,0,0,1,9,32768,1,-39,5,10,16
6405,640,0,1,1,0,0,0,0,0,0,0,0
6415,641,0,0,1,0,1,1,1,-9,0,0,0
6425,642,0,0,1,0,2,19,3,-41,0,0,0
6435,643,0,0,1,0,3,311,6,-33,0,0,0
6445,644,0,0,1,0,4,4991,10,-18,-9,3,0
6455,645,0,0,1,0,5,14334,12,-18,23,35,0
6465,646,0,0,1,0,6,32748,12,-18,29,99,0
6475,647,0,0,1,0,7,65224,10,-18,34,93,3
6485,648,0,0,1,0,8,60544,6,-18,34,93,-29
6495,649,0,0,1,0,9,51200,3,-18,34,93,19
6505,650,0,0,0,0,9,32768,1,-18,34,93,17
6515,651,0,0,0,1,9,32768,1,-18,34,93,17
6525,652,0,1,1,0,0,0,0,0,0,0,0
6535,653,0,0,1,0,1,1,1,-20,0,0,0
6545,654,0,0,1,0,2,19,3,-32,0,0,0
6555,655,0,0,1,0,3,311,6,-56,0,0,0
6565,656,0,0,1,0,4,4991,10,-91,32,10,0
6575,657,0,0,1,0,5,14334,12,-91,53,-22,0
6585,658,0,0,1,0,6,32748,12,-91,81,-58,0
6595,659,0,0,1,0,7,65224,10,-91,41,-37,-16
6605,660,0,0,1,0,8,60544,6,-91,41,-37,40
6615,661,0,0,1,0,9,51200,3,-91,41,-37,82
6625,662,0,0,0,0,9,32768,1,-91,41,-37,106
6635,663,0,0,0,1,9,32768,1,-91,41,-37,106
6645,664,0,1,1,0,0,0,0,0,0,0,0
6655,665,0,0,1,0,1,1,1,10,0,0,0
6665,666,0,0,1,0,2,19,3,22,0,0,0
6675,667,0,0,1,0,3,311,6,42,0,0,0
6685,668,0,0,1,0,4,4991,10,46,-35,-4,0
6695,669,0,0,1,0,5,14334,12,46,-50,-28,0
6705,670,0,0,1,0,6,32748,12,46,-70,-63,0
6715,671,0,0,1,0,7,65224,10,46,-58,-71,14
6725,672,0,0,1,0,8,60544,6,46,-58,-71,44
6735,673,0,0,1,0,9,51200,3,46,-58,-71,79
6745,674,0,0,0,0,9,32768,1,46,-58,-71,55
6755,675,0,0,0,1,9,32768,1,46,-58,-71,55
6765,676,0,1,1,0,0,0,0,0,0,0,0
6775,677,0,0,1,0,1,1,1,-2,0,0,0
6785,678,0,0,1,0,2,19,3,-14,0,0,0
6795,679,0,0,1,0,3,311,6,-14,0,0,0
6805,680,0,0,1,0,4,4991,10,18,1,-16,0
6815,681,0,0,1,0,5,14334,12,18,21,8,0
6825,682,0,0,1,0,6,32748,12,18,11,8,0
6835,683,0,0,1,0,7,65224,10,18,11,64,8
6845,684,0,0,1,0,8,60544,6,18,11,64,-32
6855,685,0,0,1,0,9,51200,3,18,11,64,-22
6865,686,0,0,0,0,9,32768,1,18,11,64,-22
6875,687,0,0,0,1,9,32768,1,18,11,64,-22
6885,688,0,1,1,0,0,0,0,0,0,0,0
6895,689,0,0,1,0,1,1,1,28,0,0,0
6905,690,0,0,1,0,2,19,3,44,0,0,0
6915,691,0,0,1,0,3,311,6,36,0,0,0
6925,692,0,0,1,0,4,4991,10,8,56,16,0
6935,693,0,0,1,0,5,14334,12,8,58,-32,0
6945,694,0,0,1,0,6,32748,12,8,46,-64,0
6955,695,0,0,1,0,7,65224,10,8,32,-88,32
6965,696,0,0,1,0,8,60544,6,8,32,-88,26
6975,697,0,0,1,0,9,51200,3,8,32,-88,-22
6985,698,0,0,0,0,9,32768,1,8,32,-88,-34
6995,699,0,0,0,1,9,32768,1,8,32,-88,-34
7005,700,0,1,1,0,0,0,0,0,0,0,0
7015,701,0,0,1,0,1,1,1,-15,0,0,0
7025,702,0,0,1,0,2,19,3,-15,0,0,0
7035,703,0,0,1,0,3,311,6,0,0,0,0
7045,704,0,0,1,0,4,4991,10,42,-15,15,0
7055,705,0,0,1,0,5,14334,12,42,-10,15,0
7065,706,0,0,1,0,6,32748,12,42,-28,20,0
7075,707,0,0,1,0,7,65224,10,42,-28,-15,15
7085,708,0,0,1,0,8,60544,6,42,-28,-15,16
7095,709,0,0,1,0,9,51200,3,42,-28,-15,10
7105,710,0,0,0,0,9,32768,1,42,-28,-15,10
7115,711,0,0,0,1,9,32768,1,42,-28,-15,10
7125,712,0,1,1,0,0,0,0,0,0,0,0
7135,713,0,0,1,0,1,1,1,-1,0,0,0
7145,714,0,0,1,0,2,19,3,48,0,0,0
7155,715,0,0,1,0,3,311,6,34,0,0,0
7165,716,0,0,1,0,4,4991,10,28,-4,-6,0
7175,717,0,0,1,0,5,14334,12,28,-32,-48,0
7185,718,0,0,1,0,6,32748,12,28,-74,-38,0
7195,719,0,0,1,0,7,65224,10,28,-38,-42,-24
7205,720,0,0,1,0,8,60544,6,28,-38,-42,0
7215,721,0,0,1,0,9,51200,3,28,-38,-42,30
7225,722,0,0,0,0,9,32768,1,28,-38,-42,54
7235,723,0,0,0,1,9,32768,1,28,-38,-42,54
7245,724,0,1,1,0,0,0,0,0,0,0,0
7255,725,0,0,1,0,1,1,1,32,0,0,0
7265,726,0,0,1,0,2,19,3,16,0,0,0
7275,727,0,0,1,0,3,311,6,12,0,0,0
7285,728,0,0,1,0,4,4991,10,7,32,-56,0
7295,729,0,0,1,0,5,14334,12,7,60,-36,0
7305,730,0,0,1,0,6,32748,12,7,58,-30,0
7315,731,0,0,1,0,7,65224,10,7,18,-25,-56
7325,732,0,0,1,0,8,60544,6,7,18,-25,-91
7335,733,0,0,1,0,9,51200,3,7,18,-25,-88
7345,734,0,0,0,0,9,32768,1,7,18,-25,-48
7355,735,0,0,0,1,9,32768,1,7,18,-25,-48
7365,736,0,1,1,0,0,0,0,0,0,0,0
7375,737,0,0,1,0,1,1,1,-35,0,0,0
7385,738,0,0,1,0,2,19,3,-30,0,0,0
7395,739,0,0,1,0,3,311,6,-58,0,0,0
7405,740,0,0,1,0,4,4991,10,-54,-56,40,0
7415,741,0,0,1,0,5,14334,12,-54,-86,36,0
7425,742,0,0,1,0,6,32748,12,-54,-74,71,0
7435,743,0,0,1,0,7,65224,10,-54,-60,79,64
7445,744,0,0,1,0,8,60544,6,-54,-60,79,88
7455,745,0,0,1,0,9,51200,3,-54,-60,79,73
7465,746,0,0,0,0,9,32768,1,-54,-60,79,101
7475,747,0,0,0,1,9,32768,1,-54,-60,79,101
7485,748,0,1,1,0,0,0,0,0,0,0,0
7495,749,0,0,1,0,1,1,1,24,0,0,0
7505,750,0,0,1,0,2,19,3,8,0,0,0
7515,751,0,0,1,0,3,311,6,3,0,0,0
7525,752,0,0,1,0,4,4991,10,-11,8,-48,0
7535,753,0,0,1,0,5,14334,12,-11,0,-38,0
7545,754,0,0,1,0,6,32748,12,-11,-15,-31,0
7555,755,0,0,1,0,7,65224,10,-11,-9,25,-16
7565,756,0,0,1,0,8,60544,6,-11,-9,25,-11
7575,757,0,0,1,0,9,51200,3,-11,-9,25,10
7585,758,0,0,0,0,9,32768,1,-11,-9,25,-14
7595,759,0,0,0,1,9,32768,1,-11,-9,25,-14
7605,760,0,1,1,0,0,0,0,0,0,0,0
7615,761,0,0,1,0,1,1,1,0,0,0,0
7625,762,0,0,1,0,2,19,3,-1,0,0,0
7635,763,0,0,1,0,3,311,6,-1,0,0,0
7645,764,0,0,1,0,4,4991,10,-7,0,-20,0
7655,765,0,0,1,0,5,14334,12,-7,0,-15,0
7665,766,0,0,1,0,6,32748,12,-7,0,1,0
7675,767,0,0,1,0,7,65224,10,-7,-15,15,12
7685,768,0,0,1,0,8,60544,6,-7,-15,15,12
7695,769,0,0,1,0,9,51200,3,-7,-15,15,0
7705,770,0,0,0,0,9,32768,1,-7,-15,15,35
7715,771,0,0,0,1,9,32768,1,-7,-15,15,35
7725,772,0,1,1,0,0,0,0,0,0,0,0
7735,773,0,0,1,0,1,1,1,-24,0,0,0
7745,774,0,0,1,0,2,19,3,-80,0,0,0
7755,775,0,0,1,0,3,311,6,-24,0,0,0
7765,776,0,0,1,0,4,4991,10,4,-42,-32,0
7775,777,0,0,1,0,5,14334,12,4,-18,-81,0
7785,778,0,0,1,0,6,32748,12,4,-66,-53,0
7795,779,0,0,1,0,7,65224,10,4,-87,-85,-56
7805,780,0,0,1,0,8,60544,6,4,-87,-85,-35
7815,781,0,0,1,0,9,51200,3,4,-87,-85,-59
7825,782,0,0,0,0,9,32768,1,4,-87,-85,-35
7835,783,0,0,0,1,9,32768,1,4,-87,-85,-35
7845,784,0,1,1,0,0,0,0,0,0,0,0
7855,785,0,0,1,0,1,1,1,-35,0,0,0
7865,786,0,0,1,0,2,19,3,-59,0,0,0
7875,787,0,0,1,0,3,311,6,-61,0,0,0
7885,788,0,0,1,0,4,4991,10,-73,-28,0,0
7895,789,0,0,1,0,5,14334,12,-73,-49,24,0
7905,790,0,0,1,0,6,32748,12,-73,-49,25,0
7915,791,0,0,1,0,7,65224,10,-73,-53,10,0
7925,792,0,0,1,0,8,60544,6,-73,-53,10,21
7935,793,0,0,1,0,9,51200,3,-73,-53,10,21
7945,794,0,0,0,0,9,32768,1,-73,-53,10,16
7955,795,0,0,0,1,9,32768,1,-73,-53,10,16
7965,796,0,1,1,0,0,0,0,0,0,0,0
7975,797,0,0,1,0,1,1,1,0,0,0,0
7985,798,0,0,1,0,2,19,3,15,0,0,0
7995,799,0,0,1,0,3,311,6,15,0,0,0
8005,800,0,0,1,0,4,4991,10,15,2,0,0
8015,801,0,0,1,0,5,14334,12,15,2,3,0
8025,802,0,0,1,0,6,32748,12,15,2,3,0
8035,803,0,0,1,0,7,65224,10,15,2,8,-8
8045,804,0,0,1,0,8,60544,6,15,2,8,-8
8055,805,0,0,1,0,9,51200,3,15,2,8,17
8065,806,0,0,0,0,9,32768,1,15,2,8,32
8075,807,0,0,0,1,9,32768,1,15,2,8,32
8085,808,0,1,1,0,0,0,0,0,0,0,0
8095,809,0,0,1,0,1,1,1,-3,0,0,0
8105,810,0,0,1,0,2,19,3,61,0,0,0
8115,811,0,0,1,0,3,311,6,21,0,0,0
8125,812,0,0,1,0,4,4991,10,20,-15,-3,0
8135,813,0,0,1,0,5,14334,12,20,9,61,0
8145,814,0,0,1,0,6,32748,12,20,49,77,0
8155,815,0,0,1,0,7,65224,10,20,43,74,-15
8165,816,0,0,1,0,8,60544,6,20,43,74,9
8175,817,0,0,1,0,9,51200,3,20,43,74,-7
8185,818,0,0,0,0,9,32768,1,20,43,74,-25
8195,819,0,0,0,1,9,32768,1,20,43,74,-25
8205,820,0,1,1,0,0,0,0,0,0,0,0
8215,821,0,0,1,0,1,1,1,-8,0,0,0
8225,822,0,0,1,0,2,19,3,2,0,0,0
8235,823,0,0,1,0,3,311,6,-3,0,0,0
8245,824,0,0,1,0,4,4991,10,-31,2,0,0
8255,825,0,0,1,0,5,14334,12,-31,12,-20,0
8265,826,0,0,1,0,6,32748,12,-31,7,-35,0
8275,827,0,0,1,0,7,65224,10,-31,15,-77,0
8285,828,0,0,1,0,8,60544,6,-31,15,-77,-20
8295,829,0,0,1,0,9,51200,3,-31,15,-77,-35
8305,830,0,0,0,0,9,32768,1,-31,15,-77,-23
8315,831,0,0,0,1,9,32768,1,-31,15,-77,-23
8325,832,0,1,1,0,0,0,0,0,0,0,0
8335,833,0,0,1,0,1,1,1,-35,0,0,0
8345,834,0,0,1,0,2,19,3,21,0,0,0
8355,835,0,0,1,0,3,311,6,3,0,0,0
8365,836,0,0,1,0,4,4991,10,19,28,-35,0
8375,837,0,0,1,0,5,14334,12,19,-20,-70,0
8385,838,0,0,1,0,6,32748,12,19,-56,-55,0
8395,839,0,0,1,0,7,65224,10,19,-66,-7,28
8405,840,0,0,1,0,8,60544,6,19,-66,-7,58
8415,841,0,0,1,0,9,51200,3,19,-66,-7,88
8425,842,0,0,0,0,9,32768,1,19,-66,-7,58
8435,843,0,0,0,1,9,32768,1,19,-66,-7,58
8445,844,0,1,1,0,0,0,0,0,0,0,0
8455,845,0,0,1,0,1,1,1,-6,0,0,0
8465,846,0,0,1,0,2,19,3,22,0,0,0
8475,847,0,0,1,0,3,311,6,10,0,0,0
8485,848,0,0,1,0,4,4991,10,38,-2,-21,0
8495,849,0,0,1,0,5,14334,12,38,22,-21,0
8505,850,0,0,1,0,6,32748,12,38,34,7,0
8515,851,0,0,1,0,7,65224,10,38,14,7,-7
8525,852,0,0,1,0,8,60544,6,38,14,7,-7
8535,853,0,0,1,0,9,51200,3,38,14,7,-35
8545,854,0,0,0,0,9,32768,1,38,14,7,-35
8555,855,0,0,0,1,9,32768,1,38,14,7,-35
8565,856,0,1,1,0,0,0,0,0,0,0,0
8575,857,0,0,1,0,1,1,1,0,0,0,0
8585,858,0,0,1,0,2,19,3,0,0,0,0
8595,859,0,0,1,0,3,311,6,-14,0,0,0
8605,860,0,0,1,0,4,4991,10,-14,0,16,0
8615,861,0,0,1,0,5,14334,12,-14,20,16,0
8625,862,0,0,1,0,6,32748,12,-14,27,20,0
8635,863,0,0,1,0,7,65224,10,-14,27,44,6
8645,864,0,0,1,0,8,60544,6,-14,27,44,-14
8655,865,0,0,1,0,9,51200,3,-14,27,44,-16
8665,866,0,0,0,0,9,32768,1,-14,27,44,0
8675,867,0,0,0,1,9,32768,1,-14,27,44,0
8685,868,0,1,1,0,0,0,0,0,0,0,0
8695,869,0,0,1,0,1,1,1,12,0,0,0
8705,870,0,0,1,0,2,19,3,14,0,0,0
8715,871,0,0,1,0,3,311,6,42,0,0,0
8725,872,0,0,1,0,4,4991,10,2,42,16,0
8735,873,0,0,1,0,5,14334,12,2,34,19,0
8745,874,0,0,1,0,6,32748,12,2,42,12,0
8755,875,0,0,1,0,7,65224,10,2,26,32,56
8765,876,0,0,1,0,8,60544,6,2,26,32,44
8775,877,0,0,1,0,9,51200,3,2,26,32,42
8785,878,0,0,0,0,9,32768,1,2,26,32,50
8795,879,0,0,0,1,9,32768,1,2,26,32,50
8805,880,0,1,1,0,0,0,0,0,0,0,0
8815,881,0,0,1,0,1,1,1,-40,0,0,0
8825,882,0,0,1,0,2,19,3,-39,0,0,0
8835,883,0,0,1,0,3,311,6,-40,0,0,0
8845,884,0,0,1,0,4,4991,10,-54,0,30,0
8855,885,0,0,1,0,5,14334,12,-54,2,31,0
8865,886,0,0,1,0,6,32748,12,-54,1,32,0
8875,887,0,0,1,0,7,65224,10,-54,22,48,0
8885,888,0,0,1,0,8,60544,6,-54,22,48,2
8895,889,0,0,1,0,9,51200,3,-54,22,48,3
8905,890,0,0,0,0,9,32768,1,-54,22,48,-21
8915,891,0,0,0,1,9,32768,1,-54,22,48,-21
8925,892,0,1,1,0,0,0,0,0,0,0,0
8935,893,0,0,1,0,1,1,1,8,0,0,0
8945,894,0,0,1,0,2,19,3,36,0,0,0
8955,895,0,0,1,0,3,311,6,68,0,0,0
8965,896,0,0,1,0,4,4991,10,75,-4,-12,0
8975,897,0,0,1,0,5,14334,12,75,-12,-61,0
8985,898,0,0,1,0,6,32748,12,75,16,-45,0
8995,899,0,0,1,0,7,65224,10,75,65,-49,6
9005,900,0,0,1,0,8,60544,6,75,65,-49,20
9015,901,0,0,1,0,9,51200,3,75,65,-49,34
9025,902,0,0,0,0,9,32768,1,75,65,-49,6
9035,903,0,0,0,1,9,32768,1,75,65,-49,6
9045,904,0,1,1,0,0,0,0,0,0,0,0
9055,905,0,0,1,0,1,1,1,-49,0,0,0
9065,906,0,0,1,0,2,19,3,-41,0,0,0
9075,907,0,0,1,0,3,311,6,-29,0,0,0
9085,908,0,0,1,0,4,4991,10,-49,-56,-42,0
9095,909,0,0,1,0,5,14334,12,-49,-28,-38,0
9105,910,0,0,1,0,6,32748,12,-49,-64,-44,0
9115,911,0,0,1,0,7,65224,10,-49,-79,-68,-48
9125,912,0,0,1,0,8,60544,6,-49,-79,-68,-34
9135,913,0,0,1,0,9,51200,3,-49,-79,-68,-16
9145,914,0,0,0,0,9,32768,1,-49,-79,-68,-34
9155,915,0,0,0,1,9,32768,1,-49,-79,-68,-34
9165,916,0,1,1,0,0,0,0,0,0,0,0
9175,917,0,0,1,0,1,1,1,12,0,0,0
9185,918,0,0,1,0,2,19,3,12,0,0,0
9195,919,0,0,1,0,3,311,6,12,0,0,0
9205,920,0,0,1,0,4,4991,10,32,36,-2,0
9215,921,0,0,1,0,5,14334,12,32,34,-2,0
9225,922,0,0,1,0,6,32748,12,32,34,-8,0
9235,923,0,0,1,0,7,65224,10,32,34,2,-6
9245,924,0,0,1,0,8,60544,6,32,34,2,-5
9255,925,0,0,1,0,9,51200,3,32,34,2,-35
9265,926,0,0,0,0,9,32768,1,32,34,2,-35
9275,927,0,0,0,1,9,32768,1,32,34,2,-35
9285,928,0,1,1,0,0,0,0,0,0,0,0
9295,929,0,0,1,0,1,1,1,4,0,0,0
9305,930,0,0,1,0,2,19,3,10,0,0,0
9315,931,0,0,1,0,3,311,6,24,0,0,0
9325,932,0,0,1,0,4,4991,10,24,3,-20,0
9335,933,0,0,1,0,5,14334,12,24,-3,-32,0
9345,934,0,0,1,0,6,32748,12,24,-11,3,0
9355,935,0,0,1,0,7,65224,10,24,-11,9,-15
9365,936,0,0,1,0,8,60544,6,24,-11,9,-3
9375,937,0,0,1,0,9,51200,3,24,-11,9,-23
9385,938,0,0,0,0,9,32768,1,24,-11,9,-23
9395,939,0,0,0,1,9,32768,1,24,-11,9,-23
9405,940,0,1,1,0,0,0,0,0,0,0,0
9415,941,0,0,1,0,1,1,1,36,0,0,0
9425,942,0,0,1,0,2,19,3,40,0,0,0
9435,943,0,0,1,0,3,311,6,52,0,0,0
9445,944,0,0,1,0,4,4991,10,37,-42,24,0
9455,945,0,0,1,0,5,14334,12,37,-56,18,0
9465,946,0,0,1,0,6,32748,12,37,-71,-6,0
9475,947,0,0,1,0,7,65224,10,37,-71,6,-28
9485,948,0,0,1,0,8,60544,6,37,-71,6,-7
9495,949,0,0,1,0,9,51200,3,37,-71,6,23
9505,950,0,0,0,0,9,32768,1,37,-71,6,23
9515,951,0,0,0,1,9,32768,1,37,-71,6,23
9525,952,0,1,1,0,0,0,0,0,0,0,0
9535,953,0,0,1,0,1,1,1,28,0,0,0
9545,954,0,0,1,0,2,19,3,22,0,0,0
9555,955,0,0,1,0,3,311,6,10,0,0,0
9565,956,0,0,1,0,4,4991,10,19,16,35,0
9575,957,0,0,1,0,5,14334,12,19,-14,40,0
9585,958,0,0,1,0,6,32748,12,19,-18,46,0
9595,959,0,0,1,0,7,65224,10,19,-18,70,20
9605,960,0,0,1,0,8,60544,6,19,-18,70,45
9615,961,0,0,1,0,9,51200,3,19,-18,70,47
9625,962,0,0,0,0,9,32768,1,19,-18,70,47
