time_ns,sample,rst,start,busy,done,cycle_count,pe_active_hex,active_count,c00,c03,c30,c33
9635,963,0,0,0,1,9,32768,1,19,-18,70,47
9645,964,0,1,1,0,0,0,0,0,0,0,0
9655,965,0,0,1,0,1,1,1,40,0,0,0
9665,966,0,0,1,0,2,19,3,16,0,0,0
9675,967,0,0,1,0,3,311,6,16,0,0,0
9685,968,0,0,1,0,4,4991,10,46,30,32,0
9695,969,0,0,1,0,5,14334,12,46,62,62,0
9705,970,0,0,1,0,6,32748,12,46,62,47,0
9715,971,0,0,1,0,7,65224,10,46,82,35,24
9725,972,0,0,1,0,8,60544,6,46,82,35,-16
9735,973,0,0,1,0,9,51200,3,46,82,35,-28
9745,974,0,0,0,0,9,32768,1,46,82,35,-36
9755,975,0,0,0,1,9,32768,1,46,82,35,-36
9765,976,0,1,1,0,0,0,0,0,0,0,0
9775,977,0,0,1,0,1,1,1,-24,0,0,0
9785,978,0,0,1,0,2,19,3,4,0,0,0
9795,979,0,0,1,0,3,311,6,-36,0,0,0
9805,980,0,0,1,0,4,4991,10,-48,-8,6,0
9815,981,0,0,1,0,5,14334,12,-48,20,-6,0
9825,982,0,0,1,0,6,32748,12,-48,50,-62,0
9835,983,0,0,1,0,7,65224,10,-48,14,-78,2
9845,984,0,0,1,0,8,60544,6,-48,14,-78,-10
9855,985,0,0,1,0,9,51200,3,-48,14,-78,32
9865,986,0,0,0,0,9,32768,1,-48,14,-78,-16
9875,987,0,0,0,1,9,32768,1,-48,14,-78,-16
9885,988,0,1,1,0,0,0,0,0,0,0,0
9895,989,0,0,1,0,1,1,1,-7,0,0,0
9905,990,0,0,1,0,2,19,3,8,0,0,0
9915,991,0,0,1,0,3,311,6,38,0,0,0
9925,992,0,0,1,0,4,4991,10,66,-56,2,0
9935,993,0,0,1,0,5,14334,12,66,-35,37,0
9945,994,0,0,1,0,6,32748,12,66,-83,62,0
9955,995,0,0,1,0,7,65224,10,66,-107,34,16
9965,996,0,0,1,0,8,60544,6,66,-107,34,65
9975,997,0,0,1,0,9,51200,3,66,-107,34,25
9985,998,0,0,0,0,9,32768,1,66,-107,34,49
9995,999,0,0,0,1,9,32768,1,66,-107,34,49
10005,1000,0,1,1,0,0,0,0,0,0,0,0
10015,1001,0,0,1,0,1,1,1,8,0,0,0
10025,1002,0,0,1,0,2,19,3,8,0,0,0
10035,1003,0,0,1,0,3,311,6,38,0,0,0
10045,1004,0,0,1,0,4,4991,10,33,0,5,0
10055,1005,0,0,1,0,5,14334,12,33,0,45,0
10065,1006,0,0,1,0,6,32748,12,33,-48,30,0
10075,1007,0,0,1,0,7,65224,10,33,-43,35,0
10085,1008,0,0,1,0,8,60544,6,33,-43,35,-64
10095,1009,0,0,1,0,9,51200,3,33,-43,35,-40
10105,1010,0,0,0,0,9,32768,1,33,-43,35,-45
10115,1011,0,0,0,1,9,32768,1,33,-43,35,-45
10125,1012,0,1,1,0,0,0,0,0,0,0,0
10135,1013,0,0,1,0,1,1,1,-5,0,0,0
10145,1014,0,0,1,0,2,19,3,3,0,0,0
10155,1015,0,0,1,0,3,311,6,12,0,0,0
10165,1016,0,0,1,0,4,4991,10,33,5,-6,0
10175,1017,0,0,1,0,5,14334,12,33,-11,-20,0
10185,1018,0,0,1,0,6,32748,12,33,-14,-11,0
10195,1019,0,0,1,0,7,65224,10,33,28,-29,6
10205,1020,0,0,1,0,8,60544,6,33,28,-29,34
10215,1021,0,0,1,0,9,51200,3,33,28,-29,31
10225,1022,0,0,0,0,9,32768,1,33,28,-29,-5
10235,1023,0,0,0,1,9,32768,1,33,28,-29,-5
10245,1024,0,1,1,0,0,0,0,0,0,0,0
10255,1025,0,0,1,0,1,1,1,18,0,0,0
10265,1026,0,0,1,0,2,19,3,10,0,0,0
10275,1027,0,0,1,0,3,311,6,38,0,0,0
10285,1028,0,0,1,0,4,4991,10,38,-42,-3,0
10295,1029,0,0,1,0,5,14334,12,38,-40,-15,0
10305,1030,0,0,1,0,6,32748,12,38,-72,41,0
10315,1031,0,0,1,0,7,65224,10,38,-40,41,7
10325,1032,0,0,1,0,8,60544,6,38,-40,41,10
10335,1033,0,0,1,0,9,51200,3,38,-40,41,-54
10345,1034,0,0,0,0,9,32768,1,38,-40,41,-94
10355,1035,0,0,0,1,9,32768,1,38,-40,41,-94
10365,1036,0,1,1,0,0,0,0,0,0,0,0
10375,1037,0,0,1,0,1,1,1,-32,0,0,0
10385,1038,0,0,1,0,2,19,3,-40,0,0,0
10395,1039,0,0,1,0,3,311,6,-44,0,0,0
10405,1040,0,0,1,0,4,4991,10,-36,-12,56,0
10415,1041,0,0,1,0,5,14334,12,-36,-20,53,0
10425,1042,0,0,1,0,6,32748,12,-36,-15,81,0
10435,1043,0,0,1,0,7,65224,10,-36,-8,105,21
10445,1044,0,0,1,0,8,60544,6,-36,-8,105,18
10455,1045,0,0,1,0,9,51200,3,-36,-8,105,-17
10465,1046,0,0,0,0,9,32768,1,-36,-8,105,4
10475,1047,0,0,0,1,9,32768,1,-36,-8,105,4
10485,1048,0,1,1,0,0,0,0,0,0,0,0
10495,1049,0,0,1,0,1,1,1,5,0,0,0
10505,1050,0,0,1,0,2,19,3,-10,0,0,0
10515,1051,0,0,1,0,3,311,6,-66,0,0,0
10525,1052,0,0,1,0,4,4991,10,-26,-10,4,0
10535,1053,0,0,1,0,5,14334,12,-26,30,10,0
10545,1054,0,0,1,0,6,32748,12,-26,37,-22,0
10555,1055,0,0,1,0,7,65224,10,-26,57,-30,-8
10565,1056,0,0,1,0,8,60544,6,-26,57,-30,-24
10575,1057,0,0,1,0,9,51200,3,-26,57,-30,-20
10585,1058,0,0,0,0,9,32768,1,-26,57,-30,-24
10595,1059,0,0,0,1,9,32768,1,-26,57,-30,-24
10605,1060,0,1,1,0,0,0,0,0,0,0,0
10615,1061,0,0,1,0,1,1,1,0,0,0,0
10625,1062,0,0,1,0,2,19,3,-28,0,0,0
10635,1063,0,0,1,0,3,311,6,-16,0,0,0
10645,1064,0,0,1,0,4,4991,10,-16,0,12,0
10655,1065,0,0,1,0,5,14334,12,-16,-14,32,0
10665,1066,0,0,1,0,6,32748,12,-16,-2,-10,0
10675,1067,0,0,1,0,7,65224,10,-16,-2,18,-8
10685,1068,0,0,1,0,8,60544,6,-16,-2,18,2
10695,1069,0,0,1,0,9,51200,3,-16,-2,18,-40
10705,1070,0,0,0,0,9,32768,1,-16,-2,18,-60
10715,1071,0,0,0,1,9,32768,1,-16,-2,18,-60
10725,1072,0,1,1,0,0,0,0,0,0,0,0
10735,1073,0,0,1,0,1,1,1,3,0,0,0
10745,1074,0,0,1,0,2,19,3,-4,0,0,0
10755,1075,0,0,1,0,3,311,6,44,0,0,0
10765,1076,0,0,1,0,4,4991,10,34,9,-4,0
10775,1077,0,0,1,0,5,14334,12,34,1,45,0
10785,1078,0,0,1,0,6,32748,12,34,1,63,0
10795,1079,0,0,1,0,7,65224,10,34,-15,103,-12
10805,1080,0,0,1,0,8,60544,6,34,-15,103,44
10815,1081,0,0,1,0,9,51200,3,34,-15,103,44
10825,1082,0,0,0,0,9,32768,1,34,-15,103,108
10835,1083,0,0,0,1,9,32768,1,34,-15,103,108
10845,1084,0,1,1,0,0,0,0,0,0,0,0
10855,1085,0,0,1,0,1,1,1,-24,0,0,0
10865,1086,0,0,1,0,2,19,3,-16,0,0,0
10875,1087,0,0,1,0,3,311,6,-12,0,0,0
10885,1088,0,0,1,0,4,4991,10,-60,-12,24,0
10895,1089,0,0,1,0,5,14334,12,-60,-40,22,0
10905,1090,0,0,1,0,6,32748,12,-60,-16,29,0
10915,1091,0,0,1,0,7,65224,10,-60,32,5,12
10925,1092,0,0,1,0,8,60544,6,-60,32,5,19
10935,1093,0,0,1,0,9,51200,3,-60,32,5,61
10945,1094,0,0,0,0,9,32768,1,-60,32,5,85
10955,1095,0,0,0,1,9,32768,1,-60,32,5,85
10965,1096,0,1,1,0,0,0,0,0,0,0,0
10975,1097,0,0,1,0,1,1,1,-25,0,0,0
10985,1098,0,0,1,0,2,19,3,-49,0,0,0
10995,1099,0,0,1,0,3,311,6,-49,0,0,0
11005,1100,0,0,1,0,4,4991,10,-34,40,20,0
11015,1101,0,0,1,0,5,14334,12,-34,88,32,0
11025,1102,0,0,1,0,6,32748,12,-34,88,14,0
11035,1103,0,0,1,0,7,65224,10,-34,97,-11,-32
11045,1104,0,0,1,0,8,60544,6,-34,97,-11,-56
11055,1105,0,0,1,0,9,51200,3,-34,97,-11,-26
11065,1106,0,0,0,0,9,32768,1,-34,97,-11,-41
11075,1107,0,0,0,1,9,32768,1,-34,97,-11,-41
11085,1108,0,1,1,0,0,0,0,0,0,0,0
11095,1109,0,0,1,0,1,1,1,-2,0,0,0
11105,1110,0,0,1,0,2,19,3,-50,0,0,0
11115,1111,0,0,1,0,3,311,6,-26,0,0,0
11125,1112,0,0,1,0,4,4991,10,-36,-12,-7,0
11135,1113,0,0,1,0,5,14334,12,-36,24,-23,0
11145,1114,0,0,1,0,6,32748,12,-36,24,-23,0
11155,1115,0,0,1,0,7,65224,10,-36,29,-33,-42
11165,1116,0,0,1,0,8,60544,6,-36,29,-33,-30
11175,1117,0,0,1,0,9,51200,3,-36,29,-33,-30
11185,1118,0,0,0,0,9,32768,1,-36,29,-33,-25
11195,1119,0,0,0,1,9,32768,1,-36,29,-33,-25
11205,1120,0,1,1,0,0,0,0,0,0,0,0
11215,1121,0,0,1,0,1,1,1,0,0,0,0
11225,1122,0,0,1,0,2,19,3,-32,0,0,0
11235,1123,0,0,1,0,3,311,6,-50,0,0,0
11245,1124,0,0,1,0,4,4991,10,-50,-28,0,0
11255,1125,0,0,1,0,5,14334,12,-50,-20,20,0
11265,1126,0,0,1,0,6,32748,12,-50,4,-22,0
11275,1127,0,0,1,0,7,65224,10,-50,-2,-22,0
11285,1128,0,0,1,0,8,60544,6,-50,-2,-22,-5
11295,1129,0,0,1,0,9,51200,3,-50,-2,-22,51
11305,1130,0,0,0,0,9,32768,1,-50,-2,-22,44
11315,1131,0,0,0,1,9,32768,1,-50,-2,-22,44
11325,1132,0,1,1,0,0,0,0,0,0,0,0
11335,1133,0,0,1,0,1,1,1,-48,0,0,0
11345,1134,0,0,1,0,2,19,3,-28,0,0,0
11355,1135,0,0,1,0,3,311,6,-12,0,0,0
11365,1136,0,0,1,0,4,4991,10,-12,-24,40,0
11375,1137,0,0,1,0,5,14334,12,-12,-14,56,0
11385,1138,0,0,1,0,6,32748,12,-12,0,64,0
11395,1139,0,0,1,0,7,65224,10,-12,0,64,20
11405,1140,0,0,1,0,8,60544,6,-12,0,64,28
11415,1141,0,0,1,0,9,51200,3,-12,0,64,35
11425,1142,0,0,0,0,9,32768,1,-12,0,64,35
11435,1143,0,0,0,1,9,32768,1,-12,0,64,35
11445,1144,0,1,1,0,0,0,0,0,0,0,0
11455,1145,0,0,1,0,1,1,1,-5,0,0,0
11465,1146,0,0,1,0,2,19,3,-5,0,0,0
11475,1147,0,0,1,0,3,311,6,-40,0,0,0
11485,1148,0,0,1,0,4,4991,10,-28,-25,3,0
11495,1149,0,0,1,0,5,14334,12,-28,-25,3,0
11505,1150,0,0,1,0,6,32748,12,-28,-74,-37,0
11515,1151,0,0,1,0,7,65224,10,-28,-65,-37,15
11525,1152,0,0,1,0,8,60544,6,-28,-65,-37,15
11535,1153,0,0,1,0,9,51200,3,-28,-65,-37,-41
11545,1154,0,0,0,0,9,32768,1,-28,-65,-37,-41
11555,1155,0,0,0,1,9,32768,1,-28,-65,-37,-41
11565,1156,0,1,1,0,0,0,0,0,0,0,0
11575,1157,0,0,1,0,1,1,1,8,0,0,0
11585,1158,0,0,1,0,2,19,3,-32,0,0,0
11595,1159,0,0,1,0,3,311,6,16,0,0,0
11605,1160,0,0,1,0,4,4991,10,80,8,64,0
11615,1161,0,0,1,0,5,14334,12,80,-24,89,0
11625,1162,0,0,1,0,6,32748,12,80,-72,137,0
11635,1163,0,0,1,0,7,65224,10,80,-88,169,64
11645,1164,0,0,1,0,8,60544,6,80,-88,169,84
11655,1165,0,0,1,0,9,51200,3,80,-88,169,36
11665,1166,0,0,0,0,9,32768,1,80,-88,169,28
11675,1167,0,0,0,1,9,32768,1,80,-88,169,28
11685,1168,0,1,1,0,0,0,0,0,0,0,0
11695,1169,0,0,1,0,1,1,1,15,0,0,0
11705,1170,0,0,1,0,2,19,3,0,0,0,0
11715,1171,0,0,1,0,3,311,6,-2,0,0,0
11725,1172,0,0,1,0,4,4991,10,14,21,-5,0
11735,1173,0,0,1,0,5,14334,12,14,-4,19,0
11745,1174,0,0,1,0,6,32748,12,14,-2,26,0
11755,1175,0,0,1,0,7,65224,10,14,54,10,-7
11765,1176,0,0,1,0,8,60544,6,14,54,10,33
11775,1177,0,0,1,0,9,51200,3,14,54,10,26
11785,1178,0,0,0,0,9,32768,1,14,54,10,-30
11795,1179,0,0,0,1,9,32768,1,14,54,10,-30
11805,1180,0,1,1,0,0,0,0,0,0,0,0
11815,1181,0,0,1,0,1,1,1,-7,0,0,0
11825,1182,0,0,1,0,2,19,3,41,0,0,0
11835,1183,0,0,1,0,3,311,6,41,0,0,0
11845,1184,0,0,1,0,4,4991,10,11,42,2,0
11855,1185,0,0,1,0,5,14334,12,11,10,-22,0
11865,1186,0,0,1,0,6,32748,12,11,-14,-22,0
11875,1187,0,0,1,0,7,65224,10,11,-44,-40,-12
11885,1188,0,0,1,0,8,60544,6,11,-44,-40,4
11895,1189,0,0,1,0,9,51200,3,11,-44,-40,-20
11905,1190,0,0,0,0,9,32768,1,11,-44,-40,-38
11915,1191,0,0,0,1,9,32768,1,11,-44,-40,-38
11925,1192,0,1,1,0,0,0,0,0,0,0,0
11935,1193,0,0,1,0,1,1,1,-6,0,0,0
11945,1194,0,0,1,0,2,19,3,-34,0,0,0
11955,1195,0,0,1,0,3,311,6,8,0,0,0
11965,1196,0,0,1,0,4,4991,10,24,42,5,0
11975,1197,0,0,1,0,5,14334,12,24,26,-51,0
11985,1198,0,0,1,0,6,32748,12,24,74,-107,0
11995,1199,0,0,1,0,7,65224,10,24,58,-121,-35
12005,1200,0,0,1,0,8,60544,6,24,58,-121,-67
12015,1201,0,0,1,0,9,51200,3,24,58,-121,-131
12025,1202,0,0,0,0,9,32768,1,24,58,-121,-117
12035,1203,0,0,0,1,9,32768,1,24,58,-121,-117
12045,1204,0,1,1,0,0,0,0,0,0,0,0
12055,1205,0,0,1,0,1,1,1,35,0,0,0
12065,1206,0,0,1,0,2,19,3,35,0,0,0
12075,1207,0,0,1,0,3,311,6,-5,0,0,0
12085,1208,0,0,1,0,4,4991,10,9,-28,-25,0
12095,1209,0,0,1,0,5,14334,12,9,-28,31,0
12105,1210,0,0,1,0,6,32748,12,9,36,66,0
12115,1211,0,0,1,0,7,65224,10,9,15,78,20
12125,1212,0,0,1,0,8,60544,6,9,15,78,20
12135,1213,0,0,1,0,9,51200,3,9,15,78,-36
12145,1214,0,0,0,0,9,32768,1,9,15,78,-54
12155,1215,0,0,0,1,9,32768,1,9,15,78,-54
12165,1216,0,1,1,0,0,0,0,0,0,0,0
12175,1217,0,0,1,0,1,1,1,-16,0,0,0
12185,1218,0,0,1,0,2,19,3,-20,0,0,0
12195,1219,0,0,1,0,3,311,6,28,0,0,0
12205,1220,0,0,1,0,4,4991,10,43,-8,28,0
12215,1221,0,0,1,0,5,14334,12,43,-6,44,0
12225,1222,0,0,1,0,6,32748,12,43,42,8,0
12235,1223,0,0,1,0,7,65224,10,43,60,18,14
12245,1224,0,0,1,0,8,60544,6,43,60,18,6
12255,1225,0,0,1,0,9,51200,3,43,60,18,-30
12265,1226,0,0,0,0,9,32768,1,43,60,18,-18
12275,1227,0,0,0,1,9,32768,1,43,60,18,-18
12285,1228,0,1,1,0,0,0,0,0,0,0,0
12295,1229,0,0,1,0,1,1,1,-16,0,0,0
12305,1230,0,0,1,0,2,19,3,-10,0,0,0
12315,1231,0,0,1,0,3,311,6,-10,0,0,0
12325,1232,0,0,1,0,4,4991,10,-16,8,16,0
12335,1233,0,0,1,0,5,14334,12,-16,-40,15,0
12345,1234,0,0,1,0,6,32748,12,-16,-40,25,0
12355,1235,0,0,1,0,7,65224,10,-16,-52,23,-8
12365,1236,0,0,1,0,8,60544,6,-16,-52,23,0
12375,1237,0,0,1,0,9,51200,3,-16,-52,23,0
12385,1238,0,0,0,0,9,32768,1,-16,-52,23,-4
12395,1239,0,0,0,1,9,32768,1,-16,-52,23,-4
12405,1240,0,1,1,0,0,0,0,0,0,0,0
12415,1241,0,0,1,0,1,1,1,12,0,0,0
12425,1242,0,0,1,0,2,19,3,-36,0,0,0
12435,1243,0,0,1,0,3,311,6,-48,0,0,0
12445,1244,0,0,1,0,4,4991,10,-62,-16,-42,0
12455,1245,0,0,1,0,5,14334,12,-62,-40,-42,0
12465,1246,0,0,1,0,6,32748,12,-62,-50,-24,0
12475,1247,0,0,1,0,7,65224,10,-62,-40,25,56
12485,1248,0,0,1,0,8,60544,6,-62,-40,25,56
12495,1249,0,0,1,0,9,51200,3,-62,-40,25,71
12505,1250,0,0,0,0,9,32768,1,-62,-40,25,36
12515,1251,0,0,0,1,9,32768,1,-62,-40,25,36
12525,1252,0,1,1,0,0,0,0,0,0,0,0
12535,1253,0,0,1,0,1,1,1,56,0,0,0
12545,1254,0,0,1,0,2,19,3,26,0,0,0
12555,1255,0,0,1,0,3,311,6,68,0,0,0
12565,1256,0,0,1,0,4,4991,10,50,35,-56,0
12575,1257,0,0,1,0,5,14334,12,50,75,-26,0
12585,1258,0,0,1,0,6,32748,12,50,81,-12,0
12595,1259,0,0,1,0,7,65224,10,50,93,-15,-35
12605,1260,0,0,1,0,8,60544,6,50,93,-15,-75
12615,1261,0,0,1,0,9,51200,3,50,93,-15,-73
12625,1262,0,0,0,0,9,32768,1,50,93,-15,-71
12635,1263,0,0,0,1,9,32768,1,50,93,-15,-71
12645,1264,0,1,1,0,0,0,0,0,0,0,0
12655,1265,0,0,1,0,1,1,1,-10,0,0,0
12665,1266,0,0,1,0,2,19,3,-14,0,0,0
12675,1267,0,0,1,0,3,311,6,-20,0,0,0
12685,1268,0,0,1,0,4,4991,10,-23,30,-16,0
12695,1269,0,0,1,0,5,14334,12,-23,32,-8,0
12705,1270,0,0,1,0,6,32748,12,-23,32,-6,0
12715,1271,0,0,1,0,7,65224,10,-23,8,-5,48
12725,1272,0,0,1,0,8,60544,6,-23,8,-5,44
12735,1273,0,0,1,0,9,51200,3,-23,8,-5,44
12745,1274,0,0,0,0,9,32768,1,-23,8,-5,52
12755,1275,0,0,0,1,9,32768,1,-23,8,-5,52
12765,1276,0,1,1,0,0,0,0,0,0,0,0
12775,1277,0,0,1,0,1,1,1,42,0,0,0
12785,1278,0,0,1,0,2,19,3,28,0,0,0
12795,1279,0,0,1,0,3,311,6,16,0,0,0
12805,1280,0,0,1,0,4,4991,10,52,-6,28,0
12815,1281,0,0,1,0,5,14334,12,52,-13,18,0
12825,1282,0,0,1,0,6,32748,12,52,-1,18,0
12835,1283,0,0,1,0,7,65224,10,52,-1,-12,-4
12845,1284,0,0,1,0,8,60544,6,52,-1,-12,-9
12855,1285,0,0,1,0,9,51200,3,52,-1,-12,-9
12865,1286,0,0,0,0,9,32768,1,52,-1,-12,-9
12875,1287,0,0,0,1,9,32768,1,52,-1,-12,-9
12885,1288,0,1,1,0,0,0,0,0,0,0,0
12895,1289,0,0,1,0,1,1,1,-35,0,0,0
12905,1290,0,0,1,0,2,19,3,-44,0,0,0
12915,1291,0,0,1,0,3,311,6,-72,0,0,0
12925,1292,0,0,1,0,4,4991,10,-128,5,21,0
12935,1293,0,0,1,0,5,14334,12,-128,14,3,0
12945,1294,0,0,1,0,6,32748,12,-128,14,-17,0
12955,1295,0,0,1,0,7,65224,10,-128,14,39,-3
12965,1296,0,0,1,0,8,60544,6,-128,14,39,15
12975,1297,0,0,1,0,9,51200,3,-128,14,39,15
12985,1298,0,0,0,0,9,32768,1,-128,14,39,15
12995,1299,0,0,0,1,9,32768,1,-128,14,39,15
13005,1300,0,1,1,0,0,0,0,0,0,0,0
13015,1301,0,0,1,0,1,1,1,0,0,0,0
13025,1302,0,0,1,0,2,19,3,3,0,0,0
13035,1303,0,0,1,0,3,311,6,-21,0,0,0
13045,1304,0,0,1,0,4,4991,10,-1,20,0,0
13055,1305,0,0,1,0,5,14334,12,-1,20,-24,0
13065,1306,0,0,1,0,6,32748,12,-1,28,-9,0
13075,1307,0,0,1,0,7,65224,10,-1,-4,-49,-24
13085,1308,0,0,1,0,8,60544,6,-1,-4,-49,-24
13095,1309,0,0,1,0,9,51200,3,-1,-4,-49,-29
13105,1310,0,0,0,0,9,32768,1,-1,-4,-49,35
13115,1311,0,0,0,1,9,32768,1,-1,-4,-49,35
13125,1312,0,1,1,0,0,0,0,0,0,0,0
13135,1313,0,0,1,0,1,1,1,-56,0,0,0
13145,1314,0,0,1,0,2,19,3,-56,0,0,0
13155,1315,0,0,1,0,3,311,6,-49,0,0,0
13165,1316,0,0,1,0,4,4991,10,-49,64,-56,0
13175,1317,0,0,1,0,5,14334,12,-49,8,-56,0
13185,1318,0,0,1,0,6,32748,12,-49,-34,-54,0
13195,1319,0,0,1,0,7,65224,10,-49,-34,-34,64
13205,1320,0,0,1,0,8,60544,6,-49,-34,-34,24
13215,1321,0,0,1,0,9,51200,3,-49,-34,-34,12
13225,1322,0,0,0,0,9,32768,1,-49,-34,-34,52
13235,1323,0,0,0,1,9,32768,1,-49,-34,-34,52
13245,1324,0,1,1,0,0,0,0,0,0,0,0
13255,1325,0,0,1,0,1,1,1,40,0,0,0
13265,1326,0,0,1,0,2,19,3,42,0,0,0
13275,1327,0,0,1,0,3,311,6,84,0,0,0
13285,1328,0,0,1,0,4,4991,10,88,64,-15,0
13295,1329,0,0,1,0,5,14334,12,88,57,-17,0
13305,1330,0,0,1,0,6,32748,12,88,99,-17,0
13315,1331,0,0,1,0,7,65224,10,88,109,-11,-24
13325,1332,0,0,1,0,8,60544,6,88,109,-11,-17
13335,1333,0,0,1,0,9,51200,3,88,109,-11,-17
13345,1334,0,0,0,0,9,32768,1,88,109,-11,-2
13355,1335,0,0,0,1,9,32768,1,88,109,-11,-2
13365,1336,0,1,1,0,0,0,0,0,0,0,0
13375,1337,0,0,1,0,1,1,1,-25,0,0,0
13385,1338,0,0,1,0,2,19,3,-60,0,0,0
13395,1339,0,0,1,0,3,311,6,-60,0,0,0
13405,1340,0,0,1,0,4,4991,10,-35,-5,0,0
13415,1341,0,0,1,0,5,14334,12,-35,10,14,0
13425,1342,0,0,1,0,6,32748,12,-35,30,14,0
13435,1343,0,0,1,0,7,65224,10,-35,45,24,0
13445,1344,0,0,1,0,8,60544,6,-35,45,24,-6
13455,1345,0,0,1,0,9,51200,3,-35,45,24,29
13465,1346,0,0,0,0,9,32768,1,-35,45,24,35
13475,1347,0,0,0,1,9,32768,1,-35,45,24,35
13485,1348,0,1,1,0,0,0,0,0,0,0,0
13495,1349,0,0,1,0,1,1,1,25,0,0,0
13505,1350,0,0,1,0,2,19,3,24,0,0,0
13515,1351,0,0,1,0,3,311,6,-32,0,0,0
13525,1352,0,0,1,0,4,4991,10,-24,25,-5,0
13535,1353,0,0,1,0,5,14334,12,-24,31,-4,0
13545,1354,0,0,1,0,6,32748,12,-24,31,4,0
13555,1355,0,0,1,0,7,65224,10,-24,38,20,-5
13565,1356,0,0,1,0,8,60544,6,-24,38,20,-11
13575,1357,0,0,1,0,9,51200,3,-24,38,20,-11
13585,1358,0,0,0,0,9,32768,1,-24,38,20,3
13595,1359,0,0,0,1,9,32768,1,-24,38,20,3
13605,1360,0,1,1,0,0,0,0,0,0,0,0
13615,1361,0,0,1,0,1,1,1,-12,0,0,0
13625,1362,0,0,1,0,2,19,3,-14,0,0,0
13635,1363,0,0,1,0,3,311,6,-14,0,0,0
13645,1364,0,0,1,0,4,4991,10,22,-18,-4,0
13655,1365,0,0,1,0,5,14334,12,22,-13,8,0
13665,1366,0,0,1,0,6,32748,12,22,-13,8,0
13675,1367,0,0,1,0,7,65224,10,22,-25,-34,-6
13685,1368,0,0,1,0,8,60544,6,22,-25,-34,-36
13695,1369,0,0,1,0,9,51200,3,22,-25,-34,-46
13705,1370,0,0,0,0,9,32768,1,22,-25,-34,-32
13715,1371,0,0,0,1,9,32768,1,22,-25,-34,-32
13725,1372,0,1,1,0,0,0,0,0,0,0,0
13735,1373,0,0,1,0,1,1,1,14,0,0,0
13745,1374,0,0,1,0,2,19,3,-10,0,0,0
13755,1375,0,0,1,0,3,311,6,5,0,0,0
13765,1376,0,0,1,0,4,4991,10,-1,-56,12,0
13775,1377,0,0,1,0,5,14334,12,-1,-104,12,0
13785,1378,0,0,1,0,6,32748,12,-1,-69,36,0
13795,1379,0,0,1,0,7,65224,10,-1,-57,20,-48
13805,1380,0,0,1,0,8,60544,6,-1,-57,20,-48
13815,1381,0,0,1,0,9,51200,3,-1,-57,20,8
13825,1382,0,0,0,0,9,32768,1,-1,-57,20,40
13835,1383,0,0,0,1,9,32768,1,-1,-57,20,40
13845,1384,0,1,1,0,0,0,0,0,0,0,0
13855,1385,0,0,1,0,1,1,1,-28,0,0,0
13865,1386,0,0,1,0,2,19,3,-84,0,0,0
13875,1387,0,0,1,0,3,311,6,-69,0,0,0
13885,1388,0,0,1,0,4,4991,10,-37,28,0,0
13895,1389,0,0,1,0,5,14334,12,-37,21,-8,0
13905,1390,0,0,1,0,6,32748,12,-37,6,-38,0
13915,1391,0,0,1,0,7,65224,10,-37,22,18,0
13925,1392,0,0,1,0,8,60544,6,-37,22,18,-1
13935,1393,0,0,1,0,9,51200,3,-37,22,18,29
13945,1394,0,0,0,0,9,32768,1,-37,22,18,57
13955,1395,0,0,0,1,9,32768,1,-37,22,18,57
13965,1396,0,1,1,0,0,0,0,0,0,0,0
13975,1397,0,0,1,0,1,1,1,-6,0,0,0
13985,1398,0,0,1,0,2,19,3,-22,0,0,0
13995,1399,0,0,1,0,3,311,6,-37,0,0,0
14005,1400,0,0,1,0,4,4991,10,-34,3,-12,0
14015,1401,0,0,1,0,5,14334,12,-34,-53,2,0
14025,1402,0,0,1,0,6,32748,12,-34,-29,-23,0
14035,1403,0,0,1,0,7,65224,10,-34,-29,-44,6
14045,1404,0,0,1,0,8,60544,6,-34,-29,-44,55
14055,1405,0,0,1,0,9,51200,3,-34,-29,-44,95
14065,1406,0,0,0,0,9,32768,1,-34,-29,-44,95
14075,1407,0,0,0,1,9,32768,1,-34,-29,-44,95
14085,1408,0,1,1,0,0,0,0,0,0,0,0
14095,1409,0,0,1,0,1,1,1,0,0,0,0
14105,1410,0,0,1,0,2,19,3,9,0,0,0
14115,1411,0,0,1,0,3,311,6,41,0,0,0
14125,1412,0,0,1,0,4,4991,10,46,-8,0,0
14135,1413,0,0,1,0,5,14334,12,46,1,-21,0
14145,1414,0,0,1,0,6,32748,12,46,29,-77,0
14155,1415,0,0,1,0,7,65224,10,46,21,-112,-8
14165,1416,0,0,1,0,8,60544,6,46,21,-112,-29
14175,1417,0,0,1,0,9,51200,3,46,21,-112,-78
14185,1418,0,0,0,0,9,32768,1,46,21,-112,-22
14195,1419,0,0,0,1,9,32768,1,46,21,-112,-22
14205,1420,0,1,1,0,0,0,0,0,0,0,0
14215,1421,0,0,1,0,1,1,1,12,0,0,0
14225,1422,0,0,1,0,2,19,3,12,0,0,0
14235,1423,0,0,1,0,3,311,6,12,0,0,0
14245,1424,0,0,1,0,4,4991,10,14,42,14,0
14255,1425,0,0,1,0,5,14334,12,14,42,4,0
14265,1426,0,0,1,0,6,32748,12,14,-7,4,0
14275,1427,0,0,1,0,7,65224,10,14,7,-4,49
14285,1428,0,0,1,0,8,60544,6,14,7,-4,59
