time_ns,sample,mode,a,b,valid_in,clear,acc,sat_flag,fp_flag
1936505,96823,0,127,127,1,0,1561081748,0,0
1940505,97023,0,127,127,1,0,1564307548,0,0
1944525,97224,0,127,127,1,0,1567549477,0,0
1948525,97424,0,127,127,1,0,1570775277,0,0
1952525,97624,0,127,127,1,0,1574001077,0,0
1956545,97825,0,127,127,1,0,1577243006,0,0
1960545,98025,0,127,127,1,0,1580468806,0,0
1964545,98225,0,127,127,1,0,1583694606,0,0
1968545,98425,0,127,127,1,0,1586920406,0,0
1972565,98626,0,127,127,1,0,1590162335,0,0
1976565,98826,0,127,127,1,0,1593388135,0,0
1980565,99026,0,127,127,1,0,1596613935,0,0
1984585,99227,0,127,127,1,0,1599855864,0,0
1988585,99427,0,127,127,1,0,1603081664,0,0
1992585,99627,0,127,127,1,0,1606307464,0,0
1996605,99828,0,127,127,1,0,1609549393,0,0
2000605,100028,0,127,127,1,0,1612775193,0,0
2004605,100228,0,127,127,1,0,1616000993,0,0
2008605,100428,0,127,127,1,0,1619226793,0,0
2012625,100629,0,127,127,1,0,1622468722,0,0
2016625,100829,0,127,127,1,0,1625694522,0,0
2020625,101029,0,127,127,1,0,1628920322,0,0
2024645,101230,0,127,127,1,0,1632162251,0,0
2028645,101430,0,127,127,1,0,1635388051,0,0
2032645,101630,0,127,127,1,0,1638613851,0,0
2036645,101830,0,127,127,1,0,1641839651,0,0
2040665,102031,0,127,127,1,0,1645081580,0,0
2044665,102231,0,127,127,1,0,1648307380,0,0
2048665,102431,0,127,127,1,0,1651533180,0,0
2052685,102632,0,127,127,1,0,1654775109,0,0
2056685,102832,0,127,127,1,0,1658000909,0,0
2060685,103032,0,127,127,1,0,1661226709,0,0
2064705,103233,0,127,127,1,0,1664468638,0,0
2068705,103433,0,127,127,1,0,1667694438,0,0
2072705,103633,0,127,127,1,0,1670920238,0,0
2076705,103833,0,127,127,1,0,1674146038,0,0
2080725,104034,0,127,127,1,0,1677387967,0,0
2084725,104234,0,127,127,1,0,1680613767,0,0
2088725,104434,0,127,127,1,0,1683839567,0,0
2092745,104635,0,127,127,1,0,1687081496,0,0
2096745,104835,0,127,127,1,0,1690307296,0,0
2100745,105035,0,127,127,1,0,1693533096,0,0
2104765,105236,0,127,127,1,0,1696775025,0,0
2108765,105436,0,127,127,1,0,1700000825,0,0
2112765,105636,0,127,127,1,0,1703226625,0,0
2116765,105836,0,127,127,1,0,1706452425,0,0
2120785,106037,0,127,127,1,0,1709694354,0,0
2124785,106237,0,127,127,1,0,1712920154,0,0
2128785,106437,0,127,127,1,0,1716145954,0,0
2132805,106638,0,127,127,1,0,1719387883,0,0
2136805,106838,0,127,127,1,0,1722613683,0,0
2140805,107038,0,127,127,1,0,1725839483,0,0
2144805,107238,0,127,127,1,0,1729065283,0,0
2148825,107439,0,127,127,1,0,1732307212,0,0
2152825,107639,0,127,127,1,0,1735533012,0,0
2156825,107839,0,127,127,1,0,1738758812,0,0
2160845,108040,0,127,127,1,0,1742000741,0,0
2164845,108240,0,127,127,1,0,1745226541,0,0
2168845,108440,0,127,127,1,0,1748452341,0,0
2172865,108641,0,127,127,1,0,1751694270,0,0
2176865,108841,0,127,127,1,0,1754920070,0,0
2180865,109041,0,127,127,1,0,1758145870,0,0
2184865,109241,0,127,127,1,0,1761371670,0,0
2188885,109442,0,127,127,1,0,1764613599,0,0
2192885,109642,0,127,127,1,0,1767839399,0,0
2196885,109842,0,127,127,1,0,1771065199,0,0
2200905,110043,0,127,127,1,0,1774307128,0,0
2204905,110243,0,127,127,1,0,1777532928,0,0
2208905,110443,0,127,127,1,0,1780758728,0,0
2212925,110644,0,127,127,1,0,1784000657,0,0
2216925,110844,0,127,127,1,0,1787226457,0,0
2220925,111044,0,127,127,1,0,1790452257,0,0
2224925,111244,0,127,127,1,0,1793678057,0,0
2228945,111445,0,127,127,1,0,1796919986,0,0
2232945,111645,0,127,127,1,0,1800145786,0,0
2236945,111845,0,127,127,1,0,1803371586,0,0
2240965,112046,0,127,127,1,0,1806613515,0,0
2244965,112246,0,127,127,1,0,1809839315,0,0
2248965,112446,0,127,127,1,0,1813065115,0,0
2252965,112646,0,127,127,1,0,1816290915,0,0
2256985,112847,0,127,127,1,0,1819532844,0,0
2260985,113047,0,127,127,1,0,1822758644,0,0
2264985,113247,0,127,127,1,0,1825984444,0,0
2269005,113448,0,127,127,1,0,1829226373,0,0
2273005,113648,0,127,127,1,0,1832452173,0,0
2277005,113848,0,127,127,1,0,1835677973,0,0
2281025,114049,0,127,127,1,0,1838919902,0,0
2285025,114249,0,127,127,1,0,1842145702,0,0
2289025,114449,0,127,127,1,0,1845371502,0,0
2293025,114649,0,127,127,1,0,1848597302,0,0
2297045,114850,0,127,127,1,0,1851839231,0,0
2301045,115050,0,127,127,1,0,1855065031,0,0
2305045,115250,0,127,127,1,0,1858290831,0,0
2309065,115451,0,127,127,1,0,1861532760,0,0
2313065,115651,0,127,127,1,0,1864758560,0,0
2317065,115851,0,127,127,1,0,1867984360,0,0
2321085,116052,0,127,127,1,0,1871226289,0,0
2325085,116252,0,127,127,1,0,1874452089,0,0
2329085,116452,0,127,127,1,0,1877677889,0,0
2333085,116652,0,127,127,1,0,1880903689,0,0
2337105,116853,0,127,127,1,0,1884145618,0,0
2341105,117053,0,127,127,1,0,1887371418,0,0
2345105,117253,0,127,127,1,0,1890597218,0,0
2349125,117454,0,127,127,1,0,1893839147,0,0
2353125,117654,0,127,127,1,0,1897064947,0,0
2357125,117854,0,127,127,1,0,1900290747,0,0
2361125,118054,0,127,127,1,0,1903516547,0,0
2365145,118255,0,127,127,1,0,1906758476,0,0
2369145,118455,0,127,127,1,0,1909984276,0,0
2373145,118655,0,127,127,1,0,1913210076,0,0
2377165,118856,0,127,127,1,0,1916452005,0,0
2381165,119056,0,127,127,1,0,1919677805,0,0
2385165,119256,0,127,127,1,0,1922903605,0,0
2389185,119457,0,127,127,1,0,1926145534,0,0
2393185,119657,0,127,127,1,0,1929371334,0,0
2397185,119857,0,127,127,1,0,1932597134,0,0
2401185,120057,0,127,127,1,0,1935822934,0,0
2405205,120258,0,127,127,1,0,1939064863,0,0
2409205,120458,0,127,127,1,0,1942290663,0,0
2413205,120658,0,127,127,1,0,1945516463,0,0
2417225,120859,0,127,127,1,0,1948758392,0,0
2421225,121059,0,127,127,1,0,1951984192,0,0
2425225,121259,0,127,127,1,0,1955209992,0,0
2429245,121460,0,127,127,1,0,1958451921,0,0
2433245,121660,0,127,127,1,0,1961677721,0,0
2437245,121860,0,127,127,1,0,1964903521,0,0
2441245,122060,0,127,127,1,0,1968129321,0,0
2445265,122261,0,127,127,1,0,1971371250,0,0
2449265,122461,0,127,127,1,0,1974597050,0,0
2453265,122661,0,127,127,1,0,1977822850,0,0
2457285,122862,0,127,127,1,0,1981064779,0,0
2461285,123062,0,127,127,1,0,1984290579,0,0
2465285,123262,0,127,127,1,0,1987516379,0,0
2469285,123462,0,127,127,1,0,1990742179,0,0
2473305,123663,0,127,127,1,0,1993984108,0,0
2477305,123863,0,127,127,1,0,1997209908,0,0
2481305,124063,0,127,127,1,0,2000435708,0,0
2485325,124264,0,127,127,1,0,2003677637,0,0
2489325,124464,0,127,127,1,0,2006903437,0,0
2493325,124664,0,127,127,1,0,2010129237,0,0
2497345,124865,0,127,127,1,0,2013371166,0,0
2501345,125065,0,127,127,1,0,2016596966,0,0
2505345,125265,0,127,127,1,0,2019822766,0,0
2509345,125465,0,127,127,1,0,2023048566,0,0
2513365,125666,0,127,127,1,0,2026290495,0,0
2517365,125866,0,127,127,1,0,2029516295,0,0
2521365,126066,0,127,127,1,0,2032742095,0,0
2525385,126267,0,127,127,1,0,2035984024,0,0
2529385,126467,0,127,127,1,0,2039209824,0,0
2533385,126667,0,127,127,1,0,2042435624,0,0
2537405,126868,0,127,127,1,0,2045677553,0,0
2541405,127068,0,127,127,1,0,2048903353,0,0
2545405,127268,0,127,127,1,0,2052129153,0,0
2549405,127468,0,127,127,1,0,2055354953,0,0
2553425,127669,0,127,127,1,0,2058596882,0,0
2557425,127869,0,127,127,1,0,2061822682,0,0
2561425,128069,0,127,127,1,0,2065048482,0,0
2565445,128270,0,127,127,1,0,2068290411,0,0
2569445,128470,0,127,127,1,0,2071516211,0,0
2573445,128670,0,127,127,1,0,2074742011,0,0
2577445,128870,0,127,127,1,0,2077967811,0,0
2581465,129071,0,127,127,1,0,2081209740,0,0
2585465,129271,0,127,127,1,0,2084435540,0,0
2589465,129471,0,127,127,1,0,2087661340,0,0
2593485,129672,0,127,127,1,0,2090903269,0,0
2597485,129872,0,127,127,1,0,2094129069,0,0
2601485,130072,0,127,127,1,0,2097354869,0,0
2605505,130273,0,127,127,1,0,2100596798,0,0
2609505,130473,0,127,127,1,0,2103822598,0,0
2613505,130673,0,127,127,1,0,2107048398,0,0
2617505,130873,0,127,127,1,0,2110274198,0,0
2621525,131074,0,127,127,1,0,2113516127,0,0
2625525,131274,0,127,127,1,0,2116741927,0,0
2629525,131474,0,127,127,1,0,2119967727,0,0
2633545,131675,0,127,127,1,0,2123209656,0,0
2637545,131875,0,127,127,1,0,2126435456,0,0
2641545,132075,0,127,127,1,0,2129661256,0,0
2645565,132276,0,127,127,1,0,2132903185,0,0
2649565,132476,0,127,127,1,0,2136128985,0,0
2653565,132676,0,127,127,1,0,2139354785,0,0
2657565,132876,0,127,127,1,0,2142580585,0,0
2661585,133077,0,127,127,1,0,2145822514,0,0
2665585,133277,0,127,127,1,0,2147483647,1,0
2669585,133477,0,127,127,1,0,2147483647,1,0
2673605,133678,0,127,127,1,0,2147483647,1,0
2677605,133878,0,127,127,1,0,2147483647,1,0
2681605,134078,0,1,1,1,0,1,0,0
2685605,134278,0,1,1,1,0,51,0,0
2689625,134479,0,1,0,1,0,109,0,0
2693625,134679,0,0,0,1,0,157,0,0
2697625,134879,0,0,1,1,0,203,0,0
2701645,135080,0,0,0,1,0,255,0,0
2705645,135280,0,0,0,1,0,313,0,0
2709645,135480,0,0,1,1,0,358,0,0
2713665,135681,0,0,1,1,0,405,0,0
2717665,135881,0,0,1,1,0,457,0,0
2721665,136081,0,0,0,1,0,512,0,0
2725665,136281,0,0,0,1,0,567,0,0
2729685,136482,0,0,0,1,0,625,0,0
2733685,136682,0,1,1,1,0,673,0,0
2737685,136882,0,0,0,1,0,730,0,0
2741705,137083,0,0,0,1,0,777,0,0
2745705,137283,0,1,0,1,0,817,0,0
2749705,137483,0,1,0,1,0,870,0,0
2753725,137684,0,1,1,1,0,928,0,0
2757725,137884,0,0,1,1,0,985,0,0
2761725,138084,0,1,0,1,0,1030,0,0
2765725,138284,0,1,0,1,0,1076,0,0
2769745,138485,0,0,1,1,0,1132,0,0
2773745,138685,0,1,1,1,0,1190,0,0
2777745,138885,0,0,0,1,0,1235,0,0
2781765,139086,1,32704,128,1,0,2143289344,0,1
2785765,139286,1,1,32769,1,0,2143289344,0,1
2789765,139486,1,65472,0,1,0,2143289344,0,1
2793765,139686,1,32768,32769,1,0,2143289344,0,1
2797785,139887,1,32768,32896,1,0,2143289344,0,1
2801785,140087,1,32897,1,1,0,2143289344,0,1
2805785,140287,1,1,32704,1,0,2143289344,0,1
2809805,140488,1,32769,129,1,0,2143289344,0,1
2813805,140688,1,0,32768,1,0,2143289344,0,1
2817805,140888,1,32897,32769,1,0,2143289344,0,1
2821825,141089,1,32768,32769,1,0,2143289344,0,1
2825825,141289,1,32768,32897,1,0,2143289344,0,1
2829825,141489,1,32769,32768,1,0,2143289344,0,1
2833825,141689,1,0,65472,1,0,2143289344,0,1
2837845,141890,1,128,32640,1,0,2143289344,0,1
2841845,142090,1,1,512,1,0,2143289344,0,1
2845845,142290,1,128,128,1,0,2143289344,0,1
2849865,142491,1,32768,32768,1,0,2143289344,0,1
2853865,142691,1,1,32896,1,0,2143289344,0,1
2857865,142891,1,32768,0,1,0,2143289344,0,1
2861885,143092,1,0,65408,1,0,2143289344,0,1
2865885,143292,1,128,129,1,0,2143289344,0,1
2869885,143492,1,32768,32768,1,0,2143289344,0,1
2873885,143692,1,0,1,1,0,2143289344,0,1
2877905,143893,1,32769,0,1,0,2143289344,0,1
2881905,144093,1,16256,16256,1,0,1090519040,0,0
